,tweet_id,retweet_count,favorite_count
1262,nan,1215,3250
1263,nan,112,732
1264,nan,1336,3824
1265,nan,1367,3865
1266,nan,1204,3593
1267,nan,277,1620
1268,nan,665,2420
1269,nan,788,2855
1270,nan,647,2615
1271,nan,6567,13755
1272,nan,721,2634
1273,nan,763,2213
1274,nan,470,2236
1275,nan,1864,5197
1276,nan,745,1941
1277,nan,1015,3226
1278,nan,571,1860
1279,nan,7848,18036
1280,nan,917,2997
1281,nan,834,2790
1282,nan,765,2768
1283,nan,926,3357
1284,nan,11330,17516
1285,nan,1520,3929
1286,nan,831,2568
1287,nan,1727,4672
1288,nan,943,3707
1289,nan,1102,2937
1290,nan,610,2124
1291,nan,2166,4799
1292,nan,1273,3385
1293,nan,2,52
1294,nan,1097,2941
1295,nan,1079,3593
1296,nan,696,2718
1297,nan,2785,4495
1298,nan,1133,3765
1299,nan,997,2834
1300,nan,7236,18557
1301,nan,789,2499
1302,nan,673,2486
1303,nan,1490,3835
1304,nan,1214,3603
1305,nan,727,2698
1306,nan,903,3022
1307,nan,759,2796
1308,nan,900,2404
1309,nan,1540,4433
1310,nan,664,2502
1311,nan,8830,15961
1312,nan,680,2264
1313,nan,1103,3627
1314,nan,1224,2814
1315,nan,718,2363
1316,nan,1580,3778
1317,nan,1150,3404
1318,nan,1035,3768
1319,nan,9034,23443
1320,nan,522,1861
1321,nan,1030,2979
1322,nan,2511,4291
1323,nan,1819,5636
1324,nan,437,1632
1325,nan,842,3397
1326,nan,1008,3440
1327,nan,643,2597
1328,nan,596,2132
1329,nan,1308,3475
1330,nan,1045,3231
1331,nan,1859,4877
1332,nan,1931,4188
1333,nan,854,3290
1334,nan,900,2829
1335,nan,585,2342
1336,nan,683,2378
1337,nan,1245,4585
1338,nan,612,2462
1339,nan,1727,5594
1340,nan,1136,2906
1341,nan,3257,7283
1342,nan,1124,3212
1343,nan,97,840
1344,nan,1197,3723
1345,nan,3999,8804
1346,nan,393,1729
1347,nan,519,1653
1348,nan,629,2031
1349,nan,1028,3201
1350,nan,526,2020
1351,nan,1276,3621
1352,nan,772,2853
1353,nan,1709,4229
1354,nan,1559,4162
1355,nan,786,2685
1356,nan,1285,3837
1357,nan,429,2085
1358,nan,618,2152
1359,nan,3494,8064
1360,nan,14198,28996
1361,nan,811,2825
1362,nan,509,1772
1363,nan,1215,3516
1364,nan,634,2398
1365,nan,3712,11332
1366,nan,1091,3134
1367,nan,1755,3491
1368,nan,1156,3604
1369,nan,860,2706
1370,nan,1526,5268
1371,nan,1106,3755
1372,nan,1149,4167
1373,nan,1558,3905
1374,nan,1900,3752
1375,nan,523,2299
1376,nan,1055,3080
1377,nan,680,2902
1378,nan,5812,13475
1379,nan,653,2437
1380,nan,685,2828
1381,nan,558,2637
1382,nan,1085,2669
1383,nan,10673,25130
1384,nan,915,2887
1385,nan,646,2487
1386,nan,2031,4537
1387,nan,836,2903
1388,nan,754,2450
1389,nan,3129,8282
1390,nan,778,2890
1391,nan,661,2262
1392,nan,1529,3627
1393,nan,1088,3345
1394,nan,557,2458
1395,nan,1397,3039
1396,nan,690,2150
1397,nan,5174,11252
1398,nan,2938,6515
1399,nan,577,2384
1400,nan,383,1505
1401,nan,688,2258
1402,nan,497,2053
1403,nan,983,3466
1404,nan,715,2451
1405,nan,745,2677
1406,nan,1325,3296
1407,nan,2059,4173
1408,nan,1345,2863
1409,nan,1113,3701
1410,nan,1020,2975
1411,nan,699,2787
1412,nan,774,2710
1413,nan,425,1608
1414,nan,388,1400
1415,nan,704,2536
1416,nan,516,2046
1417,nan,1074,2485
1418,nan,2268,5214
1419,nan,6750,18408
1420,nan,830,3084
1421,nan,372,1665
1422,nan,1451,3592
1423,nan,776,2638
1424,nan,1337,3313
1425,nan,614,1909
1426,nan,1144,3467
1427,nan,1425,3306
1428,nan,572,2250
1429,nan,1282,2281
1430,nan,765,2662
1431,nan,1552,3748
1432,nan,2087,5131
1433,nan,1136,3611
1434,nan,1315,3316
1435,nan,751,2753
1436,nan,1156,3492
1437,nan,758,2594
1438,nan,2016,5317
1439,nan,802,2689
1440,nan,396,1615
1441,nan,1069,2293
1442,nan,757,2613
1443,nan,1887,4274
1444,nan,170,1339
1445,nan,1166,2788
1446,nan,1284,3531
1447,nan,750,2125
1448,nan,1320,3287
1449,nan,880,3490
1450,nan,854,2060
1451,nan,2377,5020
1452,nan,2026,4787
1453,nan,4017,9460
1454,nan,1675,4004
1455,nan,684,2888
1456,nan,1239,3116
1457,nan,685,1771
1458,nan,885,2918
1459,nan,1043,2965
1460,nan,1053,3046
1461,nan,13517,26068
1462,nan,328,1653
1463,nan,700,2244
1464,nan,557,1727
1465,nan,569,2203
1466,nan,2297,4582
1467,nan,1040,3236
1468,nan,1176,3705
1469,nan,457,2044
1470,nan,413,1896
1471,nan,673,2961
1472,nan,150,1473
1473,nan,472,2790
1474,nan,894,2685
1475,nan,422,1691
1476,nan,2233,5565
1477,nan,292,1802
1478,nan,698,1941
1479,nan,1403,3669
1480,nan,925,2622
1481,nan,568,2459
1482,nan,841,3133
1483,nan,3622,8668
1484,nan,695,1889
1485,nan,523,2056
1486,nan,838,2926
1487,nan,998,2683
1488,nan,682,1971
1489,nan,910,2511
1490,nan,998,3148
1491,nan,4124,7496
1492,nan,1737,4739
1493,nan,1529,3504
1494,nan,474,2021
1495,nan,265,1618
1496,nan,3917,10275
1497,nan,929,2768
1498,nan,896,2369
1499,nan,438,1798
1500,nan,1424,3724
1501,nan,1081,3153
1502,nan,1860,4329
1503,nan,4732,8910
1504,nan,1161,3179
1505,nan,577,2116
1506,nan,656,2608
1507,nan,1294,4449
1508,nan,955,2890
1509,nan,8689,21253
1510,nan,747,2828
1511,nan,1019,3253
1512,nan,385,1867
1513,nan,3282,6513
1514,nan,1421,3902
1515,nan,2245,4536
1516,nan,1143,3602
1517,nan,1442,4134
1518,nan,597,2384
1519,nan,898,2547
1520,nan,325,1435
1521,nan,19,313
1522,nan,681,2163
1523,nan,509,2041
1524,nan,972,3560
1525,nan,1006,2925
1526,nan,573,1644
1527,nan,477,1845
1528,nan,1180,3056
1529,nan,836,2740
1530,nan,1907,4004
1531,nan,424,1561
1532,nan,518,1618
1533,nan,502,1490
1534,nan,787,2651
1535,nan,1344,3323
1536,nan,850,2369
1537,nan,1052,3501
1538,nan,4412,11394
1539,nan,748,2467
1540,nan,6265,12795
1541,nan,519,2257
1542,nan,1609,3735
1543,nan,1056,2476
1544,nan,1250,3624
1545,nan,819,2197
1546,nan,285,1273
1547,nan,1212,2805
1548,nan,1128,3348
1549,nan,579,2232
1550,nan,983,3003
1551,nan,874,2310
1552,nan,890,2307
1553,nan,792,2462
1554,nan,420,1508
1555,nan,227,1043
1556,nan,759,2434
1557,nan,789,2862
1558,nan,825,2520
1559,nan,5035,10180
1560,nan,937,2426
1561,nan,669,2328
1562,nan,888,3093
1563,nan,408,1878
1564,nan,2872,6009
1565,nan,1292,2989
1566,nan,1080,2758
1567,nan,801,2625
1568,nan,750,1935
1569,nan,950,2660
1570,nan,576,2121
1571,nan,654,2104
1572,nan,281,1760
1573,nan,619,2187
1574,nan,614,2243
1575,nan,702,2081
1576,nan,10411,22073
1577,nan,2146,4777
1578,nan,2591,6004
1579,nan,577,2371
1580,nan,2803,6370
1581,nan,1124,2571
1582,nan,695,2449
1583,nan,3582,9433
1584,nan,1551,3852
1585,nan,1666,3812
1586,nan,1350,4543
1587,nan,912,3072
1588,nan,1544,4042
1589,nan,607,2071
1590,nan,769,1928
1591,nan,996,3553
1592,nan,637,2433
1593,nan,776,2398
1594,nan,1887,4392
1595,nan,836,2420
1596,nan,138,1274
1597,nan,1324,3424
1598,nan,472,2704
1599,nan,735,2009
1600,nan,611,2326
1601,nan,696,1801
1602,nan,3303,8277
1603,nan,140,2069
1604,nan,666,2579
1605,nan,1656,3557
1606,nan,885,3218
1607,nan,17465,35052
1608,nan,1298,3336
1609,nan,4535,10471
1610,nan,735,2910
1611,nan,1234,3676
1612,nan,496,2262
1613,nan,1371,3419
1614,nan,764,2566
1615,nan,1620,4489
1616,nan,421,2374
1617,nan,3487,7004
1618,nan,1191,3523
1619,nan,552,3849
1620,nan,1662,3848
1621,nan,605,2053
1622,nan,936,2305
1623,nan,24514,38551
1624,nan,1124,2979
1625,nan,4016,9843
1626,nan,1592,4489
1627,nan,1418,3312
1628,nan,1085,2915
1629,nan,1320,4249
1630,nan,628,2169
1631,nan,3727,8999
1632,nan,239,1369
1633,nan,1563,4225
1634,nan,1177,2394
1635,nan,595,2108
1636,nan,1343,3831
1637,nan,764,2215
1638,nan,1703,3265
1639,nan,539,2176
1640,nan,1621,4515
1641,nan,1262,4163
1642,nan,397,2111
1643,nan,1116,2896
1644,nan,1265,2880
1645,nan,1195,3053
1646,nan,1533,3684
1647,nan,3781,7162
1648,nan,3291,8058
1649,nan,1095,3469
1650,nan,1118,2878
1651,nan,761,2676
1652,nan,1837,4290
1653,nan,2702,8356
1654,nan,1059,3238
1655,nan,1173,3162
1656,nan,1034,3736
1657,nan,736,2361
1658,nan,634,2176
1659,nan,832,2370
1660,nan,15043,26239
1661,nan,210,1953
1662,nan,1258,2706
1663,nan,494,1674
1664,nan,397,1440
1665,nan,1207,3326
1666,nan,675,2266
1667,nan,1320,3769
1668,nan,2019,8319
1669,nan,773,2441
1670,nan,518,1828
1671,nan,1135,3389
1672,nan,1375,4578
1673,nan,1341,3566
1674,nan,11271,20108
1675,nan,1915,5442
1676,nan,1088,3525
1677,nan,2294,7223
1678,nan,1722,3464
1679,nan,1161,3043
1680,nan,951,2706
1681,nan,4581,14010
1682,nan,499,1923
1683,nan,1045,2903
1684,nan,533,2100
1685,nan,1489,3893
1686,nan,6620,15749
1687,nan,313,1803
1688,nan,4598,10202
1689,nan,863,2918
1690,nan,2072,4347
1691,nan,1091,3490
1692,nan,1258,3520
1693,nan,308,1597
1694,nan,624,1645
1695,nan,540,2629
1696,nan,1691,4077
1697,nan,749,2665
1698,nan,2243,4986
1699,nan,1225,3544
1700,nan,497,2285
1701,nan,705,2609
1702,nan,418,1945
1703,nan,1513,3766
1704,nan,751,2370
1705,nan,925,2600
1706,nan,1182,3134
1707,nan,816,2906
1708,nan,1514,3939
1709,nan,2162,4639
1710,nan,542,1879
1711,nan,844,2778
1712,nan,564,1583
1713,nan,329,1598
1714,nan,1323,3115
1715,nan,577,2356
1716,nan,1760,4263
1717,nan,828,2538
1718,nan,1972,3955
1719,nan,1078,2519
1720,nan,1028,2972
1721,nan,1554,3891
1722,nan,10034,13959
1723,nan,994,2818
1724,nan,8067,18278
1725,nan,726,2155
1726,nan,749,2365
1727,nan,706,2678
1728,nan,1402,3143
1729,nan,887,2593
1730,nan,15839,39726
1731,nan,1281,3390
1732,nan,918,2311
1733,nan,937,2367
1734,nan,539,1817
1735,nan,2347,5208
1736,nan,823,2892
1737,nan,1461,3711
1738,nan,1673,3484
1739,nan,728,2304
1740,nan,21324,34856
1741,nan,1364,2594
1742,nan,9193,23568
1743,nan,1163,3028
1744,nan,1314,3253
1745,nan,2893,6514
1746,nan,9299,18712
1747,nan,781,2460
1748,nan,1378,3075
1749,nan,1333,2537
1750,nan,528,1796
1751,nan,1018,2810
1752,nan,1350,3804
1753,nan,1043,3037
1754,nan,1553,3864
1755,nan,544,1788
1756,nan,3741,7802
1757,nan,1926,4099
1758,nan,2753,6082
1759,nan,1680,3155
1760,nan,489,2250
1761,nan,1785,4358
1762,nan,2880,5916
1763,nan,2072,4640
1764,nan,30742,61794
1765,nan,478,1731
1766,nan,473,2044
1767,nan,1020,2655
1768,nan,612,1896
1769,nan,304,1427
1770,nan,6857,12531
1771,nan,418,1726
1772,nan,439,2095
1773,nan,7148,15018
1774,nan,1879,3701
1775,nan,463,1476
1776,nan,2384,5275
1777,nan,1104,3323
1778,nan,1622,3689
1779,nan,363,1332
1780,nan,950,2681
1781,nan,1677,3603
1782,nan,1101,2134
1783,nan,886,2040
1784,nan,819,2322
1785,nan,513,1409
1786,nan,1322,2665
1787,nan,4076,7568
1788,nan,250,1161
1789,nan,2017,3328
1790,nan,328,1477
1791,nan,265,1189
1792,nan,1693,3938
1793,nan,611,1799
1794,nan,471,1362
1795,nan,790,2164
1796,nan,1840,3837
1797,nan,1033,2981
1798,nan,1203,3015
1799,nan,907,2395
1800,nan,448,1413
1801,nan,980,2354
1802,nan,426,1844
1803,nan,855,2261
1804,nan,5515,13809
1805,nan,2002,3231
1806,nan,817,2426
1807,nan,808,2294
1808,nan,17605,25124
1809,nan,741,1957
1810,nan,469,1536
1811,nan,2249,5405
1812,nan,1108,3149
1813,nan,219,1183
1814,nan,490,2039
1815,nan,440,1280
1816,nan,2410,4954
1817,nan,142,1001
1818,nan,896,2533
1819,nan,312,1310
1820,nan,1254,2807
1821,nan,621,2025
1822,nan,602,1641
1823,nan,5224,12616
1824,nan,748,1863
1825,nan,385,1526
1826,nan,609,2243
1827,nan,331,1335
1828,nan,31989,67100
1829,nan,661,1881
1830,nan,1145,2478
1831,nan,744,2077
1832,nan,1297,2335
1833,nan,1284,3042
1834,nan,1623,3279
1835,nan,483,1431
1836,nan,653,1774
1837,nan,976,2297
1838,nan,1067,2581
1839,nan,1570,4531
1840,nan,632,1783
1841,nan,1460,2927
1842,nan,172,1027
1843,nan,1000,2477
1844,nan,591,1652
1845,nan,260,1140
1846,nan,3787,11101
1847,nan,537,1750
1848,nan,388,1257
1849,nan,928,2046
1850,nan,771,2154
1851,nan,106,693
1852,nan,470,1953
1853,nan,428,1276
1854,nan,316,1122
1855,nan,507,1414
1856,nan,6485,18482
1857,nan,1443,3397
1858,nan,672,1406
1859,nan,1081,1985
1860,nan,627,1623
1861,nan,563,1838
1862,nan,262,1136
1863,nan,18963,35178
1864,nan,2532,4237
1865,nan,1436,3007
1866,nan,1795,3920
1867,nan,2734,6072
1868,nan,1878,4037
1869,nan,273,1026
1870,nan,349,1300
1871,nan,1011,2305
1872,nan,542,1398
1873,nan,877,2120
1874,nan,283,1042
1875,nan,1259,3006
1876,nan,366,1141
1877,nan,1335,2918
1878,nan,252,1057
1879,nan,517,1672
1880,nan,1232,2433
1881,nan,391,934
1882,nan,949,3240
1883,nan,1225,2697
1884,nan,278,1180
1885,nan,230,871
1886,nan,1335,2169
1887,nan,532,1213
1888,nan,883,1981
1889,nan,263,852
1890,nan,488,1456
1891,nan,516,1580
1892,nan,607,1514
1893,nan,55,527
1894,nan,437,1194
1895,nan,103,693
1896,nan,510,1237
1897,nan,729,1751
1898,nan,276,994
1899,nan,557,1533
1900,nan,311,1111
1901,nan,650,1806
1902,nan,637,1617
1903,nan,115,1013
1904,nan,2275,6676
1905,nan,393,1137
1906,nan,426,1198
1907,nan,592,1536
1908,nan,157,731
1909,nan,515,1289
1910,nan,635,1607
1911,nan,346,931
1912,nan,83,602
1913,nan,570,1516
1914,nan,7641,12129
1915,nan,6533,15817
1916,nan,800,1682
1917,nan,255,961
1918,nan,936,1766
1919,nan,498,1391
1920,nan,619,1581
1921,nan,186,804
1922,nan,316,1047
1923,nan,2450,6769
1924,nan,1441,3576
1925,nan,530,1564
1926,nan,710,1520
1927,nan,142,772
1928,nan,456,1176
1929,nan,240,906
1930,nan,1360,1914
1931,nan,340,1208
1932,nan,714,1676
1933,nan,393,1297
1934,nan,1069,2091
1935,nan,401,1251
1936,nan,1799,3406
1937,nan,274,994
1938,nan,843,3289
1939,nan,2303,3815
1940,nan,325,1114
1941,nan,306,908
1942,nan,315,1153
1943,nan,434,1177
1944,nan,439,1337
1945,nan,638,1532
1946,nan,2165,4067
1947,nan,700,1855
1948,nan,534,1325
1949,nan,479,1544
1950,nan,521,1460
1951,nan,397,1339
1952,nan,265,769
1953,nan,404,1194
1954,nan,802,1691
1955,nan,403,1273
1956,nan,297,882
1957,nan,613,1482
1958,nan,338,1088
1959,nan,728,1558
1960,nan,652,1606
1961,nan,597,1761
1962,nan,229,784
1963,nan,1422,2700
1964,nan,289,1038
1965,nan,649,1362
1966,nan,8705,14441
1967,nan,293,924
1968,nan,3484,8046
1969,nan,400,1134
1970,nan,798,1510
1971,nan,929,2410
1972,nan,688,1822
1973,nan,786,2092
1974,nan,328,1001
1975,nan,314,1039
1976,nan,593,1338
1977,nan,1079,1930
1978,nan,1015,1813
1979,nan,391,1019
1980,nan,602,1405
1981,nan,701,1530
1982,nan,550,1452
1983,nan,459,944
1984,nan,897,1661
1985,nan,405,1096
1986,nan,623,1398
1987,nan,533,1343
1988,nan,348,1032
1989,nan,542,1377
1990,nan,644,1302
1991,nan,424,1180
1992,nan,445,1188
1993,nan,661,1411
1994,nan,367,1014
1995,nan,207,782
1996,nan,404,1089
1997,nan,189,696
1998,nan,482,1187
1999,nan,665,1221
2000,nan,137,757
2001,nan,770,1529
2002,nan,598,1447
2003,nan,3677,6888
2004,nan,666,1588
2005,nan,383,1212
2006,nan,1699,2999
2007,nan,800,1515
2008,nan,656,1833
2009,nan,169,733
2010,nan,347,953
2011,nan,1089,1956
2012,nan,231,833
2013,nan,1270,2414
2014,nan,408,1074
2015,nan,395,918
2016,nan,792,1876
2017,nan,1253,2578
2018,nan,395,1063
2019,nan,402,1003
2020,nan,564,1389
2021,nan,4519,9016
2022,nan,618,1415
2023,nan,1488,3693
2024,nan,748,1507
2025,nan,601,1330
2026,nan,548,1191
2027,nan,502,977
2028,nan,3811,7527
2029,nan,572,1269
2030,nan,999,1788
2031,nan,841,1430
2032,nan,248,779
2033,nan,819,1534
2034,nan,4795,9119
2035,nan,7931,13679
2036,nan,229,967
2037,nan,658,1444
2038,nan,1145,2126
2039,nan,616,1166
2040,nan,436,993
2041,nan,441,1253
2042,nan,631,1092
2043,nan,280,896
2044,nan,582,1499
2045,nan,319,1010
2046,nan,791,1734
2047,nan,3866,7495
2048,nan,481,980
2049,nan,516,1073
2050,nan,226,621
2051,nan,253,806
2052,nan,805,1513
2053,nan,325,1193
2054,nan,157,426
2055,nan,119,508
2056,nan,476,1031
2057,nan,241,788
2058,nan,378,1193
2059,nan,390,931
2060,nan,1198,1763
2061,nan,89,401
2062,nan,241,769
2063,nan,166,714
2064,nan,254,713
2065,nan,713,1246
2066,nan,448,996
2067,nan,212,796
2068,nan,2763,3729
2069,nan,842,1436
2070,nan,478,1225
2071,nan,317,1175
2072,nan,4324,7989
2073,nan,213,634
2074,nan,758,1189
2075,nan,135,474
2076,nan,242,780
2077,nan,4485,5961
2078,nan,205,824
2079,nan,105,647
2080,nan,1708,3410
2081,nan,295,1202
2082,nan,546,1234
2083,nan,1035,2098
2084,nan,95,362
2085,nan,262,780
2086,nan,298,889
2087,nan,255,700
2088,nan,218,640
2089,nan,431,872
2090,nan,863,1691
2091,nan,317,831
2092,nan,77,345
2093,nan,466,1154
2094,nan,123,475
2095,nan,558,1030
2096,nan,403,887
2097,nan,547,1301
2098,nan,405,814
2099,nan,266,632
2100,nan,315,799
2101,nan,45,267
2102,nan,5537,11452
2103,nan,835,1635
2104,nan,90,375
2105,nan,608,1048
2106,nan,225,580
2107,nan,729,1264
2108,nan,2153,7120
2109,nan,213,690
2110,nan,570,1127
2111,nan,708,1501
2112,nan,122,345
2113,nan,694,1484
2114,nan,179,551
2115,nan,709,1415
2116,nan,342,668
2117,nan,350,604
2118,nan,991,2176
2119,nan,249,600
2120,nan,173,460
2121,nan,234,593
2122,nan,295,785
2123,nan,71,344
2124,nan,122,451
2125,nan,1359,4110
2126,nan,151,452
2127,nan,315,750
2128,nan,365,1106
2129,nan,275,740
2130,nan,1373,2390
2131,nan,874,1674
2132,nan,278,676
2133,nan,373,822
2134,nan,357,716
2135,nan,191,684
2136,nan,118,801
2137,nan,306,625
2138,nan,100,352
2139,nan,92,344
2140,nan,175,471
2141,nan,65,317
2142,nan,183,536
2143,nan,115,400
2144,nan,64,250
2145,nan,431,858
2146,nan,71,289
2147,nan,99,551
2148,nan,119,412
2149,nan,146,375
2150,nan,311,712
2151,nan,482,860
2152,nan,1963,3769
2153,nan,401,1006
2154,nan,163,550
2155,nan,1017,1587
2156,nan,156,467
2157,nan,1085,1684
2158,nan,61,248
2159,nan,133,413
2160,nan,83,383
2161,nan,792,1425
2162,nan,196,524
2163,nan,172,485
2164,nan,252,669
2165,nan,134,390
2166,nan,1390,2889
2167,nan,281,687
2168,nan,207,474
2169,nan,452,1081
2170,nan,127,610
2171,nan,223,525
2172,nan,422,958
2173,nan,183,468
2174,nan,522,1074
2175,nan,336,698
2176,nan,403,785
2177,nan,269,610
2178,nan,6965,22118
2179,nan,254,468
2180,nan,381,802
2181,nan,356,726
2182,nan,516,961
2183,nan,183,578
2184,nan,340,573
2185,nan,382,842
2186,nan,641,1386
2187,nan,25,161
2188,nan,263,757
2189,nan,77,300
2190,nan,63,284
2191,nan,107,338
2192,nan,164,422
2193,nan,322,566
2194,nan,184,479
2195,nan,150,467
2196,nan,291,610
2197,nan,409,749
2198,nan,233,562
2199,nan,588,962
2200,nan,576,939
2201,nan,573,1145
2202,nan,528,1114
2203,nan,1788,3024
2204,nan,349,763
2205,nan,123,341
2206,nan,140,417
2207,nan,851,1551
2208,nan,45,211
2209,nan,341,654
2210,nan,1174,1760
2211,nan,62,265
2212,nan,250,561
2213,nan,231,497
2214,nan,79,265
2215,nan,242,496
2216,nan,116,345
2217,nan,146,436
2218,nan,253,453
2219,nan,162,491
2220,nan,560,936
2221,nan,319,656
2222,nan,34,264
2223,nan,149,535
2224,nan,248,886
2225,nan,261,592
2226,nan,667,1385
2227,nan,523,1056
2228,nan,3100,6614
2229,nan,115,323
2230,nan,215,537
2231,nan,206,586
2232,nan,210,696
2233,nan,208,525
2234,nan,336,522
2235,nan,306,592
2236,nan,265,709
2237,nan,866,1356
2238,nan,119,318
2239,nan,59,222
2240,nan,329,523
2241,nan,396,905
2242,nan,1180,2011
2243,nan,530,868
2244,nan,127,409
2245,nan,440,667
2246,nan,1110,3172
2247,nan,86,253
2248,nan,68,303
2249,nan,535,1111
2250,nan,101,346
2251,nan,358,736
2252,nan,261,434
2253,nan,61,243
2254,nan,243,476
2255,nan,162,398
2256,nan,341,517
2257,nan,37,0
2258,nan,34,0
2259,nan,2454,6138
2260,nan,138,355
2261,nan,568,917
2262,nan,72,220
2263,nan,576,866
2264,nan,264,501
2265,nan,1198,1798
2266,nan,203,389
2267,nan,2272,7148
2268,nan,231,563
2269,nan,294,565
2270,nan,242,559
2271,nan,102,273
2272,nan,66,203
2273,nan,96,327
2274,nan,620,833
2275,nan,257,483
2276,nan,89,326
2277,nan,234,489
2278,nan,60,211
2279,nan,173,385
2280,nan,258,516
2281,nan,282,658
2282,nan,115,414
2283,nan,449,784
2284,nan,6618,15075
2285,nan,58,200
2286,nan,484,640
2287,nan,88,262
2288,nan,97,235
2289,nan,1241,2819
2290,nan,66,268
2291,nan,18285,49720
2292,nan,2387,4851
2293,nan,135,346
2294,nan,132,349
2295,nan,134,425
2296,nan,14,88
2297,nan,51,175
2298,nan,57,227
2299,nan,54,198
2300,nan,237,471
2301,nan,102,258
2302,nan,1040,2679
2303,nan,584,857
2304,nan,83,222
2305,nan,105,266
2306,nan,267,540
2307,nan,95,250
2308,nan,521,800
2309,nan,211,404
2310,nan,186,368
2311,nan,71,244
2312,nan,234,449
2313,nan,51,196
2314,nan,608,923
2315,nan,88,238
2316,nan,223,545
2317,nan,23,107
2318,nan,52,131
2319,nan,54,170
2320,nan,204,330
2321,nan,90,171
2322,nan,118,327
2323,nan,48,129
2324,nan,339,459
2325,nan,44,113
2326,nan,92,172
2327,nan,100,194
2328,nan,595,804
2329,nan,77,229
2330,nan,146,307
2331,nan,96,204
2332,nan,368,522
2333,nan,71,152
2334,nan,82,184
2335,nan,37,108
2336,nan,6871,14765
2337,nan,16,81
2338,nan,73,164
2339,nan,79,169
2340,nan,47,121
2341,nan,174,335
2342,nan,67,154
2343,nan,232,496
2344,nan,61,115
2345,nan,146,304
2346,nan,261,448
2347,nan,879,1253
2348,nan,60,136
2349,nan,41,111
2350,nan,147,311
2351,nan,47,128
2352,nan,48,132
2353,nan,532,2535
